PopID	IndID	Country	PCALabelID	AdmixtureLabelID	OrderAdmixture
Druze	HGDP00600	Israel	West Asia	W Asia	2_WSAsia
Druze	HGDP00601	Israel	West Asia	W Asia	2_WSAsia
Druze	HGDP00602	Israel	West Asia	W Asia	2_WSAsia
Druze	HGDP00604	Israel	West Asia	W Asia	2_WSAsia
Druze	HGDP00606	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00675	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00676	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00677	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00679	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00680	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00683	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00684	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00685	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00686	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00687	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00688	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00689	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00690	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00691	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00694	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00696	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00697	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00698	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00699	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00700	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00722	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00724	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00725	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00726	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00727	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00729	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00730	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00731	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00732	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00733	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00734	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00735	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00736	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00737	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00739	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00740	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00741	Israel	West Asia	W Asia	2_WSAsia
Palestinian	HGDP00745	Israel	West Asia	W Asia	2_WSAsia
Basque	HGDP01357	France	Europe	Europe	3_Europe
Basque	HGDP01358	France	Europe	Europe	3_Europe
Basque	HGDP01359	France	Europe	Europe	3_Europe
Basque	HGDP01360	France	Europe	Europe	3_Europe
Basque	HGDP01362	France	Europe	Europe	3_Europe
Basque	HGDP01363	France	Europe	Europe	3_Europe
Basque	HGDP01364	France	Europe	Europe	3_Europe
Basque	HGDP01365	France	Europe	Europe	3_Europe
Basque	HGDP01366	France	Europe	Europe	3_Europe
Basque	HGDP01367	France	Europe	Europe	3_Europe
Basque	HGDP01368	France	Europe	Europe	3_Europe
Basque	HGDP01370	France	Europe	Europe	3_Europe
Basque	HGDP01371	France	Europe	Europe	3_Europe
Basque	HGDP01373	France	Europe	Europe	3_Europe
Basque	HGDP01374	France	Europe	Europe	3_Europe
Basque	HGDP01375	France	Europe	Europe	3_Europe
Basque	HGDP01377	France	Europe	Europe	3_Europe
Basque	HGDP01378	France	Europe	Europe	3_Europe
Basque	HGDP01379	France	Europe	Europe	3_Europe
Basque	HGDP01380	France	Europe	Europe	3_Europe
French	HGDP00511	France	Europe	Europe	3_Europe
French	HGDP00512	France	Europe	Europe	3_Europe
French	HGDP00513	France	Europe	Europe	3_Europe
French	HGDP00514	France	Europe	Europe	3_Europe
French	HGDP00515	France	Europe	Europe	3_Europe
French	HGDP00516	France	Europe	Europe	3_Europe
French	HGDP00517	France	Europe	Europe	3_Europe
French	HGDP00518	France	Europe	Europe	3_Europe
French	HGDP00519	France	Europe	Europe	3_Europe
French	HGDP00522	France	Europe	Europe	3_Europe
French	HGDP00523	France	Europe	Europe	3_Europe
French	HGDP00524	France	Europe	Europe	3_Europe
French	HGDP00525	France	Europe	Europe	3_Europe
French	HGDP00526	France	Europe	Europe	3_Europe
French	HGDP00527	France	Europe	Europe	3_Europe
French	HGDP00528	France	Europe	Europe	3_Europe
French	HGDP00529	France	Europe	Europe	3_Europe
French	HGDP00531	France	Europe	Europe	3_Europe
French	HGDP00533	France	Europe	Europe	3_Europe
French	HGDP00534	France	Europe	Europe	3_Europe
French	HGDP00535	France	Europe	Europe	3_Europe
French	HGDP00536	France	Europe	Europe	3_Europe
French	HGDP00537	France	Europe	Europe	3_Europe
French	HGDP00538	France	Europe	Europe	3_Europe
French	HGDP00539	France	Europe	Europe	3_Europe
Orcadian	HGDP00794	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00796	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00797	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00798	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00799	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00800	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00802	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00803	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00805	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00806	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00807	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00808	Great Britain	Europe	Europe	3_Europe
Orcadian	HGDP00810	Great Britain	Europe	Europe	3_Europe
Italian_North	HGDP01147	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01151	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01152	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01153	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01155	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01156	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01157	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01161	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01162	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01163	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01164	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01166	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01167	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01168	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01169	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01171	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01172	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01173	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01174	Italy	Europe	Europe	3_Europe
Italian_North	HGDP01177	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00666	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00667	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00668	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00669	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00670	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00671	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00672	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00673	Italy	Europe	Europe	3_Europe
Sardinian	HGDP00674	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01062	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01063	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01064	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01065	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01066	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01067	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01068	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01069	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01070	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01071	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01072	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01073	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01074	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01075	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01076	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01077	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01078	Italy	Europe	Europe	3_Europe
Sardinian	HGDP01079	Italy	Europe	Europe	3_Europe
Adygei	HGDP01381	Russia	Europe	Europe	3_Europe
Adygei	HGDP01382	Russia	Europe	Europe	3_Europe
Adygei	HGDP01383	Russia	Europe	Europe	3_Europe
Adygei	HGDP01385	Russia	Europe	Europe	3_Europe
Adygei	HGDP01386	Russia	Europe	Europe	3_Europe
Adygei	HGDP01387	Russia	Europe	Europe	3_Europe
Adygei	HGDP01396	Russia	Europe	Europe	3_Europe
Adygei	HGDP01397	Russia	Europe	Europe	3_Europe
Adygei	HGDP01398	Russia	Europe	Europe	3_Europe
Adygei	HGDP01399	Russia	Europe	Europe	3_Europe
Adygei	HGDP01400	Russia	Europe	Europe	3_Europe
Adygei	HGDP01401	Russia	Europe	Europe	3_Europe
Adygei	HGDP01402	Russia	Europe	Europe	3_Europe
Adygei	HGDP01403	Russia	Europe	Europe	3_Europe
Adygei	HGDP01404	Russia	Europe	Europe	3_Europe
Adygei	NA13626	Russia	Europe	Europe	3_Europe
Russian	HGDP00879	Russia	Europe	Europe	3_Europe
Russian	HGDP00880	Russia	Europe	Europe	3_Europe
Russian	HGDP00882	Russia	Europe	Europe	3_Europe
Russian	HGDP00883	Russia	Europe	Europe	3_Europe
Russian	HGDP00884	Russia	Europe	Europe	3_Europe
Russian	HGDP00887	Russia	Europe	Europe	3_Europe
Russian	HGDP00888	Russia	Europe	Europe	3_Europe
Russian	HGDP00889	Russia	Europe	Europe	3_Europe
Russian	HGDP00890	Russia	Europe	Europe	3_Europe
Russian	HGDP00891	Russia	Europe	Europe	3_Europe
Russian	HGDP00892	Russia	Europe	Europe	3_Europe
Russian	HGDP00893	Russia	Europe	Europe	3_Europe
Russian	HGDP00894	Russia	Europe	Europe	3_Europe
Russian	HGDP00895	Russia	Europe	Europe	3_Europe
Russian	HGDP00896	Russia	Europe	Europe	3_Europe
Russian	HGDP00897	Russia	Europe	Europe	3_Europe
Russian	HGDP00898	Russia	Europe	Europe	3_Europe
Russian	HGDP00899	Russia	Europe	Europe	3_Europe
Russian	HGDP00900	Russia	Europe	Europe	3_Europe
Russian	HGDP00901	Russia	Europe	Europe	3_Europe
Russian	HGDP00902	Russia	Europe	Europe	3_Europe
Russian	HGDP00903	Russia	Europe	Europe	3_Europe
Cambodian	HGDP00713	Cambodia	East Asia	E Asia	4_Easia
Cambodian	HGDP00714	Cambodia	East Asia	E Asia	4_Easia
Cambodian	HGDP00715	Cambodia	East Asia	E Asia	4_Easia
Cambodian	HGDP00716	Cambodia	East Asia	E Asia	4_Easia
Cambodian	HGDP00717	Cambodia	East Asia	E Asia	4_Easia
Cambodian	HGDP00719	Cambodia	East Asia	E Asia	4_Easia
Cambodian	HGDP00720	Cambodia	East Asia	E Asia	4_Easia
Cambodian	HGDP00721	Cambodia	East Asia	E Asia	4_Easia
China_Lahu	HGDP01317	China	East Asia	E Asia	4_Easia
China_Lahu	HGDP01318	China	East Asia	E Asia	4_Easia
China_Lahu	HGDP01319	China	East Asia	E Asia	4_Easia
China_Lahu	HGDP01320	China	East Asia	E Asia	4_Easia
China_Lahu	HGDP01321	China	East Asia	E Asia	4_Easia
China_Lahu	HGDP01322	China	East Asia	E Asia	4_Easia
China_Lahu	HGDP01323	China	East Asia	E Asia	4_Easia
China_Lahu	HGDP01326	China	East Asia	E Asia	4_Easia
Dai	HGDP01307	China	East Asia	E Asia	4_Easia
Dai	HGDP01308	China	East Asia	E Asia	4_Easia
Dai	HGDP01309	China	East Asia	E Asia	4_Easia
Dai	HGDP01310	China	East Asia	E Asia	4_Easia
Dai	HGDP01311	China	East Asia	E Asia	4_Easia
Dai	HGDP01312	China	East Asia	E Asia	4_Easia
Dai	HGDP01313	China	East Asia	E Asia	4_Easia
Dai	HGDP01314	China	East Asia	E Asia	4_Easia
Dai	HGDP01315	China	East Asia	E Asia	4_Easia
Dai	HGDP01316	China	East Asia	E Asia	4_Easia
Daur	HGDP01213	China	East Asia	E Asia	4_Easia
Daur	HGDP01214	China	East Asia	E Asia	4_Easia
Daur	HGDP01215	China	East Asia	E Asia	4_Easia
Daur	HGDP01216	China	East Asia	E Asia	4_Easia
Daur	HGDP01217	China	East Asia	E Asia	4_Easia
Daur	HGDP01218	China	East Asia	E Asia	4_Easia
Daur	HGDP01220	China	East Asia	E Asia	4_Easia
Daur	HGDP01221	China	East Asia	E Asia	4_Easia
Daur	HGDP01222	China	East Asia	E Asia	4_Easia
Han	HGDP00774	China	East Asia	E Asia	4_Easia
Han	HGDP00775	China	East Asia	E Asia	4_Easia
Han	HGDP00776	China	East Asia	E Asia	4_Easia
Han	HGDP00777	China	East Asia	E Asia	4_Easia
Han	HGDP00779	China	East Asia	E Asia	4_Easia
Han	HGDP00780	China	East Asia	E Asia	4_Easia
Han	HGDP00781	China	East Asia	E Asia	4_Easia
Han	HGDP00782	China	East Asia	E Asia	4_Easia
Han	HGDP00783	China	East Asia	E Asia	4_Easia
Han	HGDP00784	China	East Asia	E Asia	4_Easia
Han	HGDP00785	China	East Asia	E Asia	4_Easia
Han	HGDP00786	China	East Asia	E Asia	4_Easia
Han	HGDP00811	China	East Asia	E Asia	4_Easia
Han	HGDP00812	China	East Asia	E Asia	4_Easia
Han	HGDP00813	China	East Asia	E Asia	4_Easia
Han	HGDP00814	China	East Asia	E Asia	4_Easia
Han	HGDP00815	China	East Asia	E Asia	4_Easia
Han	HGDP00817	China	East Asia	E Asia	4_Easia
Han	HGDP00818	China	East Asia	E Asia	4_Easia
Han	HGDP00819	China	East Asia	E Asia	4_Easia
Han	HGDP00820	China	East Asia	E Asia	4_Easia
Han	HGDP00821	China	East Asia	E Asia	4_Easia
Han	HGDP00822	China	East Asia	E Asia	4_Easia
Han	HGDP00971	China	East Asia	E Asia	4_Easia
Han	HGDP00972	China	East Asia	E Asia	4_Easia
Han	HGDP00973	China	East Asia	E Asia	4_Easia
Han	HGDP00974	China	East Asia	E Asia	4_Easia
Han	HGDP00975	China	East Asia	E Asia	4_Easia
Han	HGDP00976	China	East Asia	E Asia	4_Easia
Han	HGDP00977	China	East Asia	E Asia	4_Easia
Han	HGDP01021	China	East Asia	E Asia	4_Easia
Han	HGDP01023	China	East Asia	E Asia	4_Easia
Han	HGDP01024	China	East Asia	E Asia	4_Easia
Han	HGDP01287	China	East Asia	E Asia	4_Easia
Han	HGDP01288	China	East Asia	E Asia	4_Easia
Han	HGDP01289	China	East Asia	E Asia	4_Easia
Han	HGDP01290	China	East Asia	E Asia	4_Easia
Han	HGDP01291	China	East Asia	E Asia	4_Easia
Han	HGDP01292	China	East Asia	E Asia	4_Easia
Han	HGDP01293	China	East Asia	E Asia	4_Easia
Han	HGDP01294	China	East Asia	E Asia	4_Easia
Han	HGDP01295	China	East Asia	E Asia	4_Easia
Han	HGDP01296	China	East Asia	E Asia	4_Easia
Hezhen	HGDP01233	China	East Asia	E Asia	4_Easia
Hezhen	HGDP01234	China	East Asia	E Asia	4_Easia
Hezhen	HGDP01237	China	East Asia	E Asia	4_Easia
Hezhen	HGDP01238	China	East Asia	E Asia	4_Easia
Hezhen	HGDP01239	China	East Asia	E Asia	4_Easia
Hezhen	HGDP01240	China	East Asia	E Asia	4_Easia
Hezhen	HGDP01241	China	East Asia	E Asia	4_Easia
Hezhen	HGDP01242	China	East Asia	E Asia	4_Easia
Miao	HGDP01189	China	East Asia	E Asia	4_Easia
Miao	HGDP01190	China	East Asia	E Asia	4_Easia
Miao	HGDP01191	China	East Asia	E Asia	4_Easia
Miao	HGDP01192	China	East Asia	E Asia	4_Easia
Miao	HGDP01193	China	East Asia	E Asia	4_Easia
Miao	HGDP01194	China	East Asia	E Asia	4_Easia
Miao	HGDP01195	China	East Asia	E Asia	4_Easia
Miao	HGDP01196	China	East Asia	E Asia	4_Easia
Miao	HGDP01197	China	East Asia	E Asia	4_Easia
Miao	HGDP01198	China	East Asia	E Asia	4_Easia
Mongola	HGDP01223	China	East Asia	E Asia	4_Easia
Mongola	HGDP01225	China	East Asia	E Asia	4_Easia
Mongola	HGDP01227	China	East Asia	E Asia	4_Easia
Mongola	HGDP01228	China	East Asia	E Asia	4_Easia
Mongola	HGDP01231	China	East Asia	E Asia	4_Easia
Mongola	HGDP01232	China	East Asia	E Asia	4_Easia
Naxi	HGDP01337	China	East Asia	E Asia	4_Easia
Naxi	HGDP01338	China	East Asia	E Asia	4_Easia
Naxi	HGDP01339	China	East Asia	E Asia	4_Easia
Naxi	HGDP01340	China	East Asia	E Asia	4_Easia
Naxi	HGDP01341	China	East Asia	E Asia	4_Easia
Naxi	HGDP01342	China	East Asia	E Asia	4_Easia
Naxi	HGDP01344	China	East Asia	E Asia	4_Easia
Naxi	HGDP01345	China	East Asia	E Asia	4_Easia
Naxi	HGDP01346	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01203	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01204	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01205	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01206	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01207	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01208	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01209	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01211	China	East Asia	E Asia	4_Easia
Oroqen	HGDP01212	China	East Asia	E Asia	4_Easia
She	HGDP01327	China	East Asia	E Asia	4_Easia
She	HGDP01328	China	East Asia	E Asia	4_Easia
She	HGDP01329	China	East Asia	E Asia	4_Easia
She	HGDP01330	China	East Asia	E Asia	4_Easia
She	HGDP01331	China	East Asia	E Asia	4_Easia
She	HGDP01332	China	East Asia	E Asia	4_Easia
She	HGDP01333	China	East Asia	E Asia	4_Easia
She	HGDP01334	China	East Asia	E Asia	4_Easia
She	HGDP01335	China	East Asia	E Asia	4_Easia
She	HGDP01336	China	East Asia	E Asia	4_Easia
Tu	HGDP01347	China	East Asia	E Asia	4_Easia
Tu	HGDP01348	China	East Asia	E Asia	4_Easia
Tu	HGDP01349	China	East Asia	E Asia	4_Easia
Tu	HGDP01350	China	East Asia	E Asia	4_Easia
Tu	HGDP01351	China	East Asia	E Asia	4_Easia
Tu	HGDP01352	China	East Asia	E Asia	4_Easia
Tu	HGDP01353	China	East Asia	E Asia	4_Easia
Tu	HGDP01354	China	East Asia	E Asia	4_Easia
Tu	HGDP01355	China	East Asia	E Asia	4_Easia
Tu	HGDP01356	China	East Asia	E Asia	4_Easia
Tujia	HGDP01095	China	East Asia	E Asia	4_Easia
Tujia	HGDP01096	China	East Asia	E Asia	4_Easia
Tujia	HGDP01097	China	East Asia	E Asia	4_Easia
Tujia	HGDP01098	China	East Asia	E Asia	4_Easia
Tujia	HGDP01099	China	East Asia	E Asia	4_Easia
Tujia	HGDP01100	China	East Asia	E Asia	4_Easia
Tujia	HGDP01101	China	East Asia	E Asia	4_Easia
Tujia	HGDP01102	China	East Asia	E Asia	4_Easia
Tujia	HGDP01103	China	East Asia	E Asia	4_Easia
Tujia	HGDP01104	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01297	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01298	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01299	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01300	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01301	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01302	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01303	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01304	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01305	China	East Asia	E Asia	4_Easia
Uyghur	HGDP01306	China	East Asia	E Asia	4_Easia
Xibo	HGDP01244	China	East Asia	E Asia	4_Easia
Xibo	HGDP01245	China	East Asia	E Asia	4_Easia
Xibo	HGDP01246	China	East Asia	E Asia	4_Easia
Xibo	HGDP01248	China	East Asia	E Asia	4_Easia
Xibo	HGDP01249	China	East Asia	E Asia	4_Easia
Xibo	HGDP01250	China	East Asia	E Asia	4_Easia
Xibo	HGDP01251	China	East Asia	E Asia	4_Easia
Yi	HGDP01179	China	East Asia	E Asia	4_Easia
Yi	HGDP01180	China	East Asia	E Asia	4_Easia
Yi	HGDP01181	China	East Asia	E Asia	4_Easia
Yi	HGDP01182	China	East Asia	E Asia	4_Easia
Yi	HGDP01183	China	East Asia	E Asia	4_Easia
Yi	HGDP01184	China	East Asia	E Asia	4_Easia
Yi	HGDP01185	China	East Asia	E Asia	4_Easia
Yi	HGDP01186	China	East Asia	E Asia	4_Easia
Yi	HGDP01187	China	East Asia	E Asia	4_Easia
Yi	HGDP01188	China	East Asia	E Asia	4_Easia
Japanese	HGDP00747	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00748	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00749	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00750	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00751	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00752	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00753	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00754	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00755	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00756	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00757	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00758	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00759	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00760	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00761	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00762	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00763	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00764	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00765	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00766	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00767	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00768	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00769	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00771	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00772	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00773	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00790	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00791	Japan	East Asia	E Asia	4_Easia
Japanese	HGDP00828	Japan	East Asia	E Asia	4_Easia
Yakut	HGDP00945	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00946	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00947	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00948	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00950	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00951	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00952	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00954	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00955	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00956	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00958	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00960	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00961	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00962	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00963	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00964	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00965	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00966	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00967	Russia	East Asia	E Asia	4_Easia
Yakut	HGDP00968	Russia	East Asia	E Asia	4_Easia
Nasioi	HGDP00655	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP00656	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP00660	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP00661	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP00662	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP00663	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP00664	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP00787	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP00788	Papua New Guinea	Oceania	Oceania	5_Oceania
Nasioi	HGDP01027	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00540	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00541	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00543	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00545	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00546	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00547	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00548	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00549	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00550	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00552	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00553	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00554	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00555	Papua New Guinea	Oceania	Oceania	5_Oceania
Papuan	HGDP00556	Papua New Guinea	Oceania	Oceania	5_Oceania
Karitiana	HGDP00995	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP00999	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01001	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01003	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01006	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01010	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01012	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01013	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01014	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01015	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01018	Brazil	Americas	Americas	6_Americas
Karitiana	HGDP01019	Brazil	Americas	Americas	6_Americas
Surui	HGDP00832	Brazil	Americas	Americas	6_Americas
Surui	HGDP00837	Brazil	Americas	Americas	6_Americas
Surui	HGDP00838	Brazil	Americas	Americas	6_Americas
Surui	HGDP00843	Brazil	Americas	Americas	6_Americas
Surui	HGDP00845	Brazil	Americas	Americas	6_Americas
Surui	HGDP00846	Brazil	Americas	Americas	6_Americas
